record_id,source,protein_id,pdb_id,chain_id,sequence_sha256,sequence_length,joint_homology_group,canonical_dataset_role,experimental_cv_fold,label_availability
MD__1jif_A,md_ired,1jif_A,1jif,A,f80221359f18b12a4f22954f3f42fae8338096fbf105449923b3f839a80159b1,122,JHG30_a6d2667c6102,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1jke_C,md_ired,1jke_C,1jke,C,67c201851e1493d9fa9cdc1641caa4bf82e5aeb786d8a8e5c8e5aae554cf90b0,145,JHG30_9933ade01a71,weak_train,-1,included_in_development_residue_labels
MD__1jmx_G,md_ired,1jmx_G,1jmx,G,54910b48b2c4b7c80905ad36c1a85a88b547bbab0328dccd9a170b7964e35960,79,JHG30_f79090fc0ce1,weak_train,-1,included_in_development_residue_labels
MD__1jo0_A,md_ired,1jo0_A,1jo0,A,96cc4439d733faf611a585e12233ac2622f404ea4a607143d72bd93c7c64e936,98,JHG30_c2a8ad0e619c,weak_train,-1,included_in_development_residue_labels
MD__1juv_A,md_ired,1juv_A,1juv,A,be28c4cba009ae26e06d5bf1bdf3243f0157068d585e0e637c968c23653ecb96,193,JHG30_b0e5d2efa449,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1jwq_A,md_ired,1jwq_A,1jwq,A,4f00f2979d29f4623792d6885b68467486b9ffb318a9dbceb428332abd00412b,179,JHG30_e095fe8300f4,weak_train,-1,included_in_development_residue_labels
MD__1jyo_B,md_ired,1jyo_B,1jyo,B,7bcebaf4ed4d3c578fbb78724b409b58db353f3b9b38600f81f6243cd0da4864,130,JHG30_9fd48c958e32,weak_validation,-1,included_in_development_residue_labels
MD__1jyo_E,md_ired,1jyo_E,1jyo,E,3a252525c9399200eb61041a10ed6bc9fa85bccf7ab822922913682aa10879e7,105,JHG30_9994f6a3ecea,weak_train,-1,included_in_development_residue_labels
MD__1jyo_F,md_ired,1jyo_F,1jyo,F,3a252525c9399200eb61041a10ed6bc9fa85bccf7ab822922913682aa10879e7,105,JHG30_9994f6a3ecea,weak_train,-1,included_in_development_residue_labels
MD__1k7c_A,md_ired,1k7c_A,1k7c,A,04bca2e2ce40dac8bff8c7539c2c3f32ceabb6193901ccd9386246efdf7a8b08,233,JHG30_0506174fa212,weak_train,-1,included_in_development_residue_labels
MD__1k7j_A,md_ired,1k7j_A,1k7j,A,2a9206bdd698c19eb13a28262e72cedab5cb7938b446eb75c711855722113e7b,206,JHG30_b84d2da75be7,weak_train,-1,included_in_development_residue_labels
MD__1k8k_E,md_ired,1k8k_E,1k8k,E,2e90490e5cbfa2b315325ebac90105629c6038962f9e84819af11ad66258ab08,178,JHG30_350e1d6a37e5,weak_train,-1,included_in_development_residue_labels
MD__1knt_A,md_ired,1knt_A,1knt,A,ae3680bc8812f3dbd1b25fa9468d6b8998f4c7d9daadaf988540e6eb7a7c6ef9,58,JHG30_6d3770f15715,weak_train,-1,included_in_development_residue_labels
MD__1koe_A,md_ired,1koe_A,1koe,A,a9f70be0694edec06e05960b346d461a0c4b2490d7b7160a6f160560a9a7fbc3,172,JHG30_976ffc334abf,weak_train,-1,included_in_development_residue_labels
MD__1kop_A,md_ired,1kop_A,1kop,A,dd44b3a666abfe1a1dfc3c4df1129128abcdee025054ba99396a9bbc5003be3e,223,JHG30_64e5a1aacfb0,weak_train,-1,included_in_development_residue_labels
MD__1kpt_A,md_ired,1kpt_A,1kpt,A,db7a9b0ed0ffb38df26c44be2c813d910f8fdbb752cbf1b9c11aab4628c5bbb9,105,JHG30_230d3f727ce1,weak_train,-1,included_in_development_residue_labels
MD__1krn_A,md_ired,1krn_A,1krn,A,8e5835dbfd4013b10ce32c6986bab26f41c04a2261393c6728545c119e51bab1,88,JHG30_6b7296c90f80,weak_train,-1,included_in_development_residue_labels
MD__1l2w_I,md_ired,1l2w_I,1l2w,I,55b06929a6cbf772b981f351394919257ab82eb542d83113b477d28adb0ba2c6,69,JHG30_2af3deba364a,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1l2w_J,md_ired,1l2w_J,1l2w,J,55b06929a6cbf772b981f351394919257ab82eb542d83113b477d28adb0ba2c6,69,JHG30_2af3deba364a,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1l9l_A,md_ired,1l9l_A,1l9l,A,bf9d4881a77eb209d6d776498136cbddf7d5c352f27f9da8b93873ec00c5ccfe,74,JHG30_a2e7acd9de4f,weak_validation,-1,included_in_development_residue_labels
MD__1lfp_A,md_ired,1lfp_A,1lfp,A,9cc37bfccdea1dd63cb25c2a2b58ec2821ff425a52789af75a4c6e9e82429a0e,249,JHG30_67f94314532a,weak_train,-1,included_in_development_residue_labels
MD__1lln_A,md_ired,1lln_A,1lln,A,6eb7a0e5c96985587843d9984e4cd4d781987e38634bfcd7ed35a02d9b161cd2,262,JHG30_3bf7fd092991,weak_validation,-1,included_in_development_residue_labels
MD__1lr0_A,md_ired,1lr0_A,1lr0,A,3b4879ccfcf4242f83bb3df70c5a5fef5eaf553c2a84e2b1f21401b80df83a75,129,JHG30_9b73c0b973ca,weak_train,-1,included_in_development_residue_labels
MD__1lri_A,md_ired,1lri_A,1lri,A,492108a795068e6808906d71a060c9af8baaf5dcb5069a8a66dea107988c4758,98,JHG30_e0b4b1b4a03d,weak_train,-1,included_in_development_residue_labels
MD__1lwb_A,md_ired,1lwb_A,1lwb,A,2c0497734bf82948d9bdf5ae8e81a78dbe0a8901f1c96fe72f08c1e4ab1f5623,122,JHG30_811b443ff8a6,weak_train,-1,included_in_development_residue_labels
MD__1m5q_I,md_ired,1m5q_I,1m5q,I,e56aa8d02bf1c350460923a1575af5ee53a37acf1494e33fd423736eb8e54610,130,JHG30_4274f4469053,weak_train,-1,included_in_development_residue_labels
MD__1m5q_Z,md_ired,1m5q_Z,1m5q,Z,e56aa8d02bf1c350460923a1575af5ee53a37acf1494e33fd423736eb8e54610,130,JHG30_4274f4469053,weak_train,-1,included_in_development_residue_labels
MD__1m8s_A,md_ired,1m8s_A,1m8s,A,332674f0ca0e2d315154b4195f2c9a7bd5cd76b4d98d89e1e71bcfa58a52564d,124,JHG30_4711397ef09e,weak_train,-1,included_in_development_residue_labels
MD__1m9z_A,md_ired,1m9z_A,1m9z,A,41f1c975b8037a0c5fb16def915075f58cf27df2eba5520930ccc6b237311e2b,111,JHG30_2edaadf6fc63,weak_train,-1,included_in_development_residue_labels
MD__1md6_A,md_ired,1md6_A,1md6,A,14091e80916984c97cb28911a4ecdacae72a3604e2465bba74076c1747389aa5,154,JHG30_5cd0532b3201,weak_train,-1,included_in_development_residue_labels
MD__1mix_A,md_ired,1mix_A,1mix,A,5a0969db5b3038b8c17063b9bb6705e13e572516827f4dfdb2400a545d259e3b,206,JHG30_e262b2ba485d,weak_train,-1,included_in_development_residue_labels
MD__1mjf_B,md_ired,1mjf_B,1mjf,B,ca86ad7e63843c8f1d4aef48adcd09f2d03c1b17ac910a223c5c325afeb7170c,281,JHG30_8b77a54e1aa7,weak_train,-1,included_in_development_residue_labels
MD__1mk0_A,md_ired,1mk0_A,1mk0,A,c0e391821fe68583c654ef2f76b91c6fc77ae95be4facc2a9aa54162be7fb282,97,JHG30_8903cf6254c6,weak_train,-1,included_in_development_residue_labels
MD__1mlw_A,md_ired,1mlw_A,1mlw,A,079820e42201f44ff0a2c203ee43e62da3b10a660d76f4bcce1cd2310f71f877,301,JHG30_56895606595d,weak_train,-1,included_in_development_residue_labels
MD__1msc_A,md_ired,1msc_A,1msc,A,e381ab6a6a3b5f5ce0ffed526f8a6375ec72567fbd0b04bb68763004e91099be,129,JHG30_1e7c17a5858e,weak_train,-1,included_in_development_residue_labels
MD__1n2m_A,md_ired,1n2m_A,1n2m,A,c4ab641d4fd8935e209a2fff12a283c2d65dda0eb596d57ffba090653c28f312,165,JHG30_b120416d6974,weak_train,-1,included_in_development_residue_labels
MD__1n8o_E,md_ired,1n8o_E,1n8o,E,4728cac1d3ccc4587931ead3a1c010a9f227e78d9bda6f3126de07cef88866e0,142,JHG30_e3c37af44767,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1n8u_A,md_ired,1n8u_A,1n8u,A,bf55b780c3cc0327f50bf92aa7f4ed4a0385fc1bda13e4fd6036cf446243dabc,112,JHG30_7a421a199b19,weak_train,-1,included_in_development_residue_labels
MD__1n8v_B,md_ired,1n8v_B,1n8v,B,bf55b780c3cc0327f50bf92aa7f4ed4a0385fc1bda13e4fd6036cf446243dabc,112,JHG30_7a421a199b19,weak_train,-1,included_in_development_residue_labels
MD__1nf8_A,md_ired,1nf8_A,1nf8,A,33a0c3e376bbeb2eb85eea9a5b582fcbfb1d6dc99cf4d9c65b04ced6b6affe91,207,JHG30_273e03d08b98,weak_train,-1,included_in_development_residue_labels
MD__1ng6_A,md_ired,1ng6_A,1ng6,A,8dc0a0658daa42be41d42c5ff8da88b11e3ba84f5f0e0efcdeaf49b8be7f4c22,148,JHG30_7fd7abfbf65c,weak_train,-1,included_in_development_residue_labels
MD__1nh2_B,md_ired,1nh2_B,1nh2,B,f9b2e945a1dd7ceac459d2a00fc3fe1797305a2a5b8d2667405cc0aa95bb376b,53,JHG30_a3468e1bf0de,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1njh_A,md_ired,1njh_A,1njh,A,a6cf08ea63b11358db2fb39f0e8434dbd0df36e357d6b96f308f285e16ea4ce2,119,JHG30_8c8ed47dc43d,weak_train,-1,included_in_development_residue_labels
MD__1nkp_D,md_ired,1nkp_D,1nkp,D,fbf8cbae36b9d9983c37dede8f5f587998c4718d9f9b323f1daa67a4ac2bcc8f,88,JHG30_dda7ffd7c943,weak_train,-1,included_in_development_residue_labels
MD__1nl1_A,md_ired,1nl1_A,1nl1,A,1c8cf9067b8505cd108fd683411489575c3983ea4d7fc30195186a066d6940e8,147,JHG30_914659f91fbd,weak_train,-1,included_in_development_residue_labels
MD__1nnh_A,md_ired,1nnh_A,1nnh,A,73ebd63d63e555f9625cf3e2a5213d5b239b318b9a557a2ed198fe60f87f185b,294,JHG30_1b6dca78757f,weak_train,-1,included_in_development_residue_labels
MD__1ntv_A,md_ired,1ntv_A,1ntv,A,39fec2f6d78acad36d0a23f4e756cbaaa9700d7a441328491b0a37c4d75e7fd7,152,JHG30_6e342ac045d6,weak_train,-1,included_in_development_residue_labels
MD__1o1x_A,md_ired,1o1x_A,1o1x,A,68839821caab372484c87cb5d54835f233068bff94c97a6aa55f7e765145402c,155,JHG30_956a7fdf80d6,weak_train,-1,included_in_development_residue_labels
MD__1o4k_A,md_ired,1o4k_A,1o4k,A,7a866a7768809ddc39b70c7063a2654d8b56d50e68137225550fa63ce82c72a5,108,JHG30_e23a53af426f,weak_validation,-1,included_in_development_residue_labels
MD__1oh9_A,md_ired,1oh9_A,1oh9,A,811c956beb7087752a7a36a02a424531f6362aa6e516724f7c8f01900d0c06f3,258,JHG30_52006533c4a2,weak_train,-1,included_in_development_residue_labels
MD__1ois_A,md_ired,1ois_A,1ois,A,9763601405ab526482b76fe8c5fdf89b9e4820de379636ec0cccd26c958cf881,223,JHG30_7a95f7f7ba17,weak_train,-1,included_in_development_residue_labels
MD__1ojh_C,md_ired,1ojh_C,1ojh,C,4d2b2c4aeefd60d48e08964a46ca77b5e9a2fa8fe6fc1a7a756b8d632dccb455,65,JHG30_a96551c7360d,weak_train,-1,included_in_development_residue_labels
MD__1ojh_D,md_ired,1ojh_D,1ojh,D,4d2b2c4aeefd60d48e08964a46ca77b5e9a2fa8fe6fc1a7a756b8d632dccb455,65,JHG30_a96551c7360d,weak_train,-1,included_in_development_residue_labels
MD__1ojq_A,md_ired,1ojq_A,1ojq,A,3e3f48a60e66a87832fbd8b51fae0664a2c2e0d4d54f1eeedac6e8b45020c94d,212,JHG30_7e2f628af4e6,weak_train,-1,included_in_development_residue_labels
MD__1ok0_A,md_ired,1ok0_A,1ok0,A,068c69133abf89adcc78a49049cf7a54e12c0bb503b168527b80ed7f727e13b7,74,JHG30_08282fe49b96,weak_train,-1,included_in_development_residue_labels
MD__1ouw_C,md_ired,1ouw_C,1ouw,C,e8f141e746b1dbdf098aa5a0ad32272e73f381f0f6ce85c1af2eca829a414ffd,152,JHG30_4a7299b684b0,weak_validation,-1,included_in_development_residue_labels
MD__1p27_C,md_ired,1p27_C,1p27,C,0f6b5b2172d5e5dbbda05c1d56a2f50914ee7127b9205ef598e2cf9ba8f0a599,144,JHG30_1f01e6a82704,weak_train,-1,included_in_development_residue_labels
MD__1pby_C,md_ired,1pby_C,1pby,C,cf2b5efafb36601935ec931cc3f2fa2dfad2c0a57b5e7566a651d221db0b04a2,79,JHG30_f79090fc0ce1,weak_train,-1,included_in_development_residue_labels
MD__1pcf_C,md_ired,1pcf_C,1pcf,C,4cbc14515764f01b46c07e77d406c73300003edb2e3f98e25f8ba75cd5c4ccf3,66,JHG30_a8527672b74e,weak_train,-1,included_in_development_residue_labels
MD__1pch_A,md_ired,1pch_A,1pch,A,7c0e8b8a33a841bfb7d2633522d0cc9369c7ab731aa33252aa097adad7ff81c1,88,JHG30_073e388c9112,weak_train,-1,included_in_development_residue_labels
MD__1pdo_A,md_ired,1pdo_A,1pdo,A,5d47bbcebcce7ecb6652cb2959327a8e650a97ff098c296779afdba16ac67872,135,JHG30_6cd97a532397,weak_validation,-1,included_in_development_residue_labels
MD__1pp0_C,md_ired,1pp0_C,1pp0,C,5e6e2f7c4785e952845a3a3200c026dc8f33425562e1bc4e0164518e42702cf3,199,JHG30_e82984c80c3e,weak_train,-1,included_in_development_residue_labels
MD__1ptq_A,md_ired,1ptq_A,1ptq,A,d1ae6a9895060bc1c638b4aba424680048b0f6b51f29c483232e5e897390d8c2,50,JHG30_e1c931ac3604,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1puc_A,md_ired,1puc_A,1puc,A,ce4d87b8173abe18ea3547502e2d486a8a461e6454b3fc975e6df033f4dd5213,105,JHG30_620e48e3a728,weak_train,-1,included_in_development_residue_labels
MD__1pv5_A,md_ired,1pv5_A,1pv5,A,90509219e8651b6778abe05b102b9eba59c0f64e140ed333db7aef6764ab9f67,264,JHG30_20eda72ff76f,weak_train,-1,included_in_development_residue_labels
MD__1q2h_A,md_ired,1q2h_A,1q2h,A,1f454a39cb34917a2da42e372d5be9e82423fc63fb01dde8cb6a868d56609e6f,69,JHG30_49e1df31d1b7,weak_train,-1,included_in_development_residue_labels
MD__1q74_C,md_ired,1q74_C,1q74,C,d1d9cf73bba4d3a85706d81b52ca6ee198f4e38c7f0013b1cc0e137adb5e299c,303,JHG30_1aa023ec9713,weak_train,-1,included_in_development_residue_labels
MD__1q8f_A,md_ired,1q8f_A,1q8f,A,056d324e058eba3d4b0fbed3c5f92034063650183544fb1c61f921d9db032ea7,313,JHG30_f70e52d1933d,weak_train,-1,included_in_development_residue_labels
MD__1qau_A,md_ired,1qau_A,1qau,A,ad0d75343f97ae0671ccce189f28581ba8fcd8878876dd36b1c30ddf8a4ba7fb,112,JHG30_ffaaa3c46396,weak_train,-1,included_in_development_residue_labels
MD__1qb7_A,md_ired,1qb7_A,1qb7,A,613817438bd21c1cce307e4ff0050385782626c842dd3193d8fd4c83c8f542f3,236,JHG30_6fb74b36ce30,weak_train,-1,included_in_development_residue_labels
MD__1qcs_A,md_ired,1qcs_A,1qcs,A,338a2d5ad2dae5d889a620c7c4d68cbdb8b6f789e59590b0608c92b4d5acc364,211,JHG30_dfe3a0a97501,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1qdd_A,md_ired,1qdd_A,1qdd,A,cf1cd888faeb25ea7bb6aa587f42b64af2d2c8208ff6fdb824c06250afce3ebd,144,JHG30_9acc7f664f82,weak_validation,-1,included_in_development_residue_labels
MD__1qgi_A,md_ired,1qgi_A,1qgi,A,3a8f178bcf77791977635a9714b19e324a349a16ed9a776f254223c4b2b98911,259,JHG30_99c6bf71c648,weak_train,-1,included_in_development_residue_labels
MD__1qhv_A,md_ired,1qhv_A,1qhv,A,b1eff804c64616d1835f16825b62a982afd1ef4dd0ee123d169d30546088e164,195,JHG30_20e3c26a2b12,weak_train,-1,included_in_development_residue_labels
MD__1ql0_B,md_ired,1ql0_B,1ql0,B,91b30e546aad9c2c94b0ec927eb1b341a817dfd22f27b6a6e376236bb4b0f86b,241,JHG30_8871db133e05,weak_train,-1,included_in_development_residue_labels
MD__1qlm_A,md_ired,1qlm_A,1qlm,A,7e58dd3897d181153e670c55d2e0ff8c400f318492e0dfdef35f78f014cddc16,316,JHG30_90338340e793,weak_train,-1,included_in_development_residue_labels
MD__1qnx_A,md_ired,1qnx_A,1qnx,A,7e72353ce3ef1880fabf84a86c1c1e2fd6c99ce8340bbe06b199e727d78a6657,209,JHG30_195089b493e2,weak_train,-1,included_in_development_residue_labels
MD__1qw2_A,md_ired,1qw2_A,1qw2,A,a409f6f2663de437e650f2c5d7915645c3199cbe5903f84998fbc44474add3b3,102,JHG30_f69d023495c2,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1qwz_A,md_ired,1qwz_A,1qwz,A,73aa2038f15f9e9776a6ba5eed81d5d28be5b46902189ae210a4eb3def09b49c,235,JHG30_c23263dc22d7,weak_train,-1,included_in_development_residue_labels
MD__1qxy_A,md_ired,1qxy_A,1qxy,A,3e43cbcdd761eb5e4ae0a370915ab9bbb20982ed13aa58b5ef991d2516071f7b,252,JHG30_befb676ecdcd,weak_validation,-1,included_in_development_residue_labels
MD__1qz4_A,md_ired,1qz4_A,1qz4,A,83b107d5dfcc72ab43c6f216f32fe80666f73425d7ed16b6e13c2c9cd8ca85bc,213,JHG30_3a35666909c6,weak_validation,-1,included_in_development_residue_labels
MD__1r5l_A,md_ired,1r5l_A,1r5l,A,960a3bfef500526ef23f9eea47fd4709f61bfb2098fc778e96cc2437ce0fbcbd,262,JHG30_2da39a641440,weak_train,-1,included_in_development_residue_labels
MD__1r6l_A,md_ired,1r6l_A,1r6l,A,9ef84b06af2ddfa5c870b94a89d030fbb9fc22f236ef5621acc7ed103f398c86,239,JHG30_47c86878d015,weak_train,-1,included_in_development_residue_labels
MD__1r8m_E,md_ired,1r8m_E,1r8m,E,1965c402f6d6a913ddd264dfaab7e3ea50cf35a454bae85976c553ca3bf80487,203,JHG30_cf9613b4b336,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1r9f_A,md_ired,1r9f_A,1r9f,A,d73d1815da0783eb3109197bf0c6cc9121b619a7bc1781e81e661e854454755d,136,JHG30_92613a051d14,weak_train,-1,included_in_development_residue_labels
MD__1rk8_B,md_ired,1rk8_B,1rk8,B,20f7ccec3003138a00b65b8e60035f5ff9c4edd5abbef264092e5f6a5567c26a,147,JHG30_1f01e6a82704,weak_train,-1,included_in_development_residue_labels
MD__1rl6_A,md_ired,1rl6_A,1rl6,A,f8efb40301899bc8b1cd353290fe80cd00c735ee807551c5bb6cf63e161adb96,177,JHG30_5e2a05598b59,weak_train,-1,included_in_development_residue_labels
MD__1rlk_A,md_ired,1rlk_A,1rlk,A,9a5c5ce708b47aef475baee6364e851c8b0ffe22e8ac686501d7009eae818b5b,117,JHG30_cf1f560195fe,weak_train,-1,included_in_development_residue_labels
MD__1rpo_A,md_ired,1rpo_A,1rpo,A,e05fcbfbe7c530d2dc6b5aa32200a7b121dd5febb32f0c23d8bb4b50154cae33,65,JHG30_ae9d99507a7d,weak_validation,-1,included_in_development_residue_labels
MD__1rqj_A,md_ired,1rqj_A,1rqj,A,efc6a2631eaf7d430e481901e412aa0c8e4fb63089a7c3a7f2ced63ad2a01ca2,299,JHG30_f96147eba0bb,weak_train,-1,included_in_development_residue_labels
MD__1rss_A,md_ired,1rss_A,1rss,A,9055297cede45f56eb7f7be9c89a1b32a09e4b74394d21612b6a345339279bb0,151,JHG30_f59de3e3b4c4,weak_train,-1,included_in_development_residue_labels
MD__1ryl_A,md_ired,1ryl_A,1ryl,A,bc71cacb047f61b12f80a9a7cfde24031f3003c78fc2438880f2b6f3edf4a862,167,JHG30_6f3aa9c78888,weak_train,-1,included_in_development_residue_labels
MD__1s2o_A,md_ired,1s2o_A,1s2o,A,0fbab290db604c17ac6238d86114f2cd4cf8194bece477afed18b63274f340dc,244,JHG30_11fbf2f44d3b,weak_train,-1,included_in_development_residue_labels
MD__1s9u_A,md_ired,1s9u_A,1s9u,A,4ddafb3939fab1864d56f4f889b362c0f8bfe19199da03b4d64a0d1c4de11964,207,JHG30_0257013fd89c,weak_validation,-1,included_in_development_residue_labels
MD__1sdi_A,md_ired,1sdi_A,1sdi,A,83b107d5dfcc72ab43c6f216f32fe80666f73425d7ed16b6e13c2c9cd8ca85bc,213,JHG30_3a35666909c6,weak_validation,-1,included_in_development_residue_labels
MD__1sei_A,md_ired,1sei_A,1sei,A,676109c43503455546637191c065628510de7c50f88b08faf87a430968ad2243,130,JHG30_c4d513adf163,weak_validation,-1,included_in_development_residue_labels
MD__1sei_B,md_ired,1sei_B,1sei,B,676109c43503455546637191c065628510de7c50f88b08faf87a430968ad2243,130,JHG30_c4d513adf163,weak_validation,-1,included_in_development_residue_labels
MD__1skz_A,md_ired,1skz_A,1skz,A,c637e0e69326955293cb12e431cc6e78c4d9dceadc8242858cc46547e126ce2a,119,JHG30_e34306df8f33,weak_train,-1,included_in_development_residue_labels
MD__1ssq_D,md_ired,1ssq_D,1ssq,D,0d16ffeeec82219cdd03b2e44ad64ec7cbac5f0bfeae5904a022703d234396b9,267,JHG30_24c7b5789b71,weak_train,-1,included_in_development_residue_labels
MD__1t61_E,md_ired,1t61_E,1t61,E,c91c45ed8c2d308989acc2c12ececea8a6fbc6c98b0172ff60ac801088565f35,229,JHG30_2e88c6a9db04,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1t8h_A,md_ired,1t8h_A,1t8h,A,f80b2feae860bc66fc090200c8902fa3ba5e5285fff2aad1cc789237c532d4b5,277,JHG30_a59a0dfbf0e9,weak_train,-1,included_in_development_residue_labels
MD__1t8k_A,md_ired,1t8k_A,1t8k,A,985351cbeb7795d012151d1b7eb21b9240d6860fbe4c7632385b052146110634,77,JHG30_432888288651,weak_train,-1,included_in_development_residue_labels
MD__1t9i_B,md_ired,1t9i_B,1t9i,B,a2520a2ed1f2bc13ccc1953f7a0acea7bea069de84cb9c64c279f4fa16bb89c8,163,JHG30_973dce33950a,weak_train,-1,included_in_development_residue_labels
MD__1tdz_A,md_ired,1tdz_A,1tdz,A,a24b84b4572f240bbeff26cad73b6c1fe5dbd4576730fd36cdffa00b5cb36393,272,JHG30_c4e14cbd0d90,weak_train,-1,included_in_development_residue_labels
MD__1tgr_A,md_ired,1tgr_A,1tgr,A,98d6539ef8f8639d6cd880079f72d3d0e806317ec7927a63e417258e6a44659b,52,JHG30_b05b98e1ec6a,weak_train,-1,included_in_development_residue_labels
MD__1thm_A,md_ired,1thm_A,1thm,A,8273566b8e8a1b208bffb07a60ce24771dbeaaf1256c89dafe2a4c7ee92b423d,279,JHG30_c8a11704f477,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__1tov_A,md_ired,1tov_A,1tov,A,80ebb9d15c927f14f0838b220c9ef3e80b2dbe3c3710128d6a2a2698fa53a680,98,JHG30_f5cc48772a88,weak_train,-1,included_in_development_residue_labels
MD__1tt8_A,md_ired,1tt8_A,1tt8,A,bd4a517173ca7e1a19d944f79d5f935892b3b41aa0b2fd3d9a12b27eaa509192,164,JHG30_e59ea0ef1a5a,weak_train,-1,included_in_development_residue_labels
MD__1tuk_A,md_ired,1tuk_A,1tuk,A,f09ee97aec928647592bc2694afa4d1889efb7cf2edfc034a31d95d088c75211,67,JHG30_bceccc411d69,weak_validation,-1,included_in_development_residue_labels
MD__1tzv_A,md_ired,1tzv_A,1tzv,A,c65beba689ac291dc425dbcdeab8162b339b8c28fd190fa90a776134fbc5126f,142,JHG30_0b1b14864cde,weak_train,-1,included_in_development_residue_labels
MD__1tzw_A,md_ired,1tzw_A,1tzw,A,c65beba689ac291dc425dbcdeab8162b339b8c28fd190fa90a776134fbc5126f,142,JHG30_0b1b14864cde,weak_train,-1,included_in_development_residue_labels
MD__1u07_A,md_ired,1u07_A,1u07,A,845b7151e1cd70ab51a196d726ba16bb58387812a09406e969421606d05926ba,90,JHG30_eced0176da09,weak_train,-1,included_in_development_residue_labels
MD__1u55_A,md_ired,1u55_A,1u55,A,daa122cff2bfc5be49cc4487087e96f44eed6ca5d380a0359d2fb6b7d0b628a0,188,JHG30_f24de55ac916,weak_train,-1,included_in_development_residue_labels
MD__1u6t_A,md_ired,1u6t_A,1u6t,A,c01a5901aff5d48ba531c8fbeed265e9b7d75563f9a160f3cca820406ba43d0c,121,JHG30_f1885356d5cb,weak_validation,-1,included_in_development_residue_labels
MD__1u7k_D,md_ired,1u7k_D,1u7k,D,e3137f6b5cee21bbd4ae53134b7155e460e7f6045c0c1665b68d77d16412c65e,131,JHG30_150deaafd3e6,weak_train,-1,included_in_development_residue_labels
MD__1u84_A,md_ired,1u84_A,1u84,A,aebb929cafab6ce31b23e0344d43fef47070f5e1b5cd625c9cf89f6d19cb7638,90,JHG30_75ec5760cfd6,weak_train,-1,included_in_development_residue_labels
MD__1ugp_A,md_ired,1ugp_A,1ugp,A,81afe20109fe0ad249e54a439f714db4a14e3529c770113707b489527717e842,203,JHG30_0271edc36341,weak_train,-1,included_in_development_residue_labels
MD__1ugp_B,md_ired,1ugp_B,1ugp,B,b417355b072ac07d975201bdf69f12ad5bda4d88276d8e961a1b176e7320ae69,226,JHG30_8ae93a354c49,weak_train,-1,included_in_development_residue_labels
MD__1uha_A,md_ired,1uha_A,1uha,A,5cdcb53dbe3289469ccc5afcd1f7caf5fded97cf6c158981cb7d4a0d09ced08b,82,JHG30_2b4c27d23351,weak_train,-1,included_in_development_residue_labels
MD__1uoy_A,md_ired,1uoy_A,1uoy,A,309d5c60726d55764696ba16fcee26fc79d17267e84ebda2c30f10a6e706a500,64,JHG30_a1c9aa2eac29,weak_train,-1,included_in_development_residue_labels
MD__1upt_B,md_ired,1upt_B,1upt,B,d9ff7c7584506a5b2baf15b86845c00b198d465869008ede84927f280b95a487,60,JHG30_8e6e68914ccf,weak_train,-1,included_in_development_residue_labels
MD__1upt_D,md_ired,1upt_D,1upt,D,d9ff7c7584506a5b2baf15b86845c00b198d465869008ede84927f280b95a487,60,JHG30_8e6e68914ccf,weak_train,-1,included_in_development_residue_labels
MD__1usm_A,md_ired,1usm_A,1usm,A,caae5ef94a0356c1ffabb2641b9c38d307156791cc1868e15a674b9a91cb66aa,80,JHG30_b71742ad39dd,weak_train,-1,included_in_development_residue_labels
MD__1utg_A,md_ired,1utg_A,1utg,A,816b4dd2abb80dfe6f492a91c1cb018d19eb581fe74c1773b6a91fdf2d38ba7e,70,JHG30_3fcd5557854d,weak_train,-1,included_in_development_residue_labels
MD__1uz3_A,md_ired,1uz3_A,1uz3,A,ccc6a1711827adc0b6d89489dc8e5355bb990606421f469a9e605435fad61424,102,JHG30_8f0d2ea6d9e7,weak_train,-1,included_in_development_residue_labels
